Sindaci e Vicesindaci - elenco completo Italia
aggiornato al 6/4/2020
codice_regione;codice_provincia;codice_comune;denominazione_comune;sigla_provincia;popolazione_censita;titolo_accademico;cognome;nome;sesso;data_nascita;luogo_nascita;descrizione_carica;data_elezione;data_entrata_in_carica;partito;titolo_studio;professione
20;053;0680;OTTANA;NU;2384;;SABA;FRANCO;M;03/06/1965;OTTANA (NU);Sindaco;31/05/2015;12/06/2015;LISTA CIVICA: NOI PRESENTE PER IL FUTURO;LICENZA MEDIA SUPERIORE;IMPIEGATI DI AZIENDE, IMPRESE, ENTI ECONOMICI E SOGGETTI DI DIRITTO PRIVATO (NON RICOMPRESI IN ALTRE SPECIFICHE CLASSIFICAZIONI)
20;053;0690;OVODDA;NU;1627;;SEDDA;MARIA CRISTINA;F;15/11/1959;OVODDA (NU);Sindaco;05/06/2016;05/06/2016;LISTA CIVICA: COMUNITA' E SVILUPPO;LAUREA;IMPIEGATI DI AMMINISTRAZIONI, ORGANI ED ENTI PUBBLICI (NON RICOMPRESI IN ALTRE SPECIFICHE CLASSIFICAZIONI)
20;053;0700;PERDASDEFOGU;NU;2042;ING;CARTA;MARIANO;M;10/12/1968;PERDASDEFOGU (NU);Sindaco;11/06/2017;12/06/2017;LISTA CIVICA: LAVORIAMO PER FOGHESU;LAUREA;PROFESSORI UNIVERSITARI E ASSIMILATI
20;053;0710;POSADA;NU;2737;;TOLA;ROBERTO FRANCESCO;M;23/05/1967;NUORO (NU);Sindaco;31/05/2015;17/06/2015;LISTA CIVICA: IL FUTURO ADESSO;;
20;053;0740;SARULE;NU;1770;GEOM;LEDDA;PAOLO;M;13/02/1962;SINISCOLA (NU);Sindaco;16/06/2019;17/06/2019;LISTA CIVICA: SA COMUNA;LICENZA MEDIA SUPERIORE;INGEGNERI, ARCHITETTI E ALTRI SPECIALISTI E TECNICI IN MATERIA DI SCIENZE INGEGNERISTICHE, SICUREZZA E TUTELA DEL TERRITORIO, DEGLI EDIFICI E DELL'AMBIENTE, QUALITA' INDUSTRIALE
20;053;0800;SILANUS;NU;2200;AVV;ARCA;GIAN PIETRO;M;05/02/1976;SILANUS (NU);Sindaco;05/06/2016;06/06/2016;LISTA CIVICA: UNITI PER SILANUS;LAUREA;SPECIALISTI IN SCIENZE GIURIDICHE
20;053;0810;SINDIA;NU;1811;;DAGA;DEMETRIO LUIGI;M;16/09/1951;SINDIA (NU);Sindaco;10/06/2018;11/06/2018;LISTA CIVICA: OBIETTIVO COMUNE;LAUREA;ARCHITETTI
20;053;0820;SINISCOLA;NU;11469;;FARRIS;GIAN LUIGI;M;26/07/1962;BELGIO;Sindaco;05/06/2016;06/06/2016;LISTA CIVICA: ORGOGLIO SINISCOLA;LICENZA MEDIA INFERIORE;ESERCENTI O ADDETTI AD ATTIVITA' COMMERCIALI O A SERVIZI ALLE PERSONE
20;053;0830;SORGONO;NU;1753;;ARRU;GIOVANNI;M;21/05/1956;SORGONO (NU);Sindaco;31/05/2015;01/06/2015;LISTA CIVICA: UNITA MENTE;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;IMPIEGATI  AMMINISTRATIVI NON ALTROVE CLASSIFICATI
20;053;0850;TALANA;NU;1069;;TEGAS;FRANCO;M;21/06/1965;LANUSEI (NU);Sindaco;31/05/2015;27/06/2015;LISTA CIVICA: TALANA IN MOVIMENTO;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;IMPRENDITORI TITOLARI E AMMIN. DELEGATI DI IMPRESE COMMERCIALI
20;053;0860;TERTENIA;NU;3815;;MURGIA;GIULIO;M;13/01/1978;CAGLIARI (CA);Sindaco;05/06/2016;05/06/2016;LISTA CIVICA: UNIDADE;;
20;053;0870;TETI;NU;690;;TIDU;COSTANTINO;M;08/04/1952;TETI (NU);Sindaco;11/06/2017;12/06/2017;PARTITO DEMOCRATICO;LICENZA DI SCUOLA MEDIA INF. O TITOLI EQUIPOLLENTI;OPERAI METALLURGICI NON ALTROVE CLASSIFICATI
20;053;0880;TIANA;NU;521;ING;ZUCCA;FRANCESCO;M;23/10/1980;NUORO (NU);Sindaco;31/05/2015;01/06/2015;;LAUREA;INGEGNERI, ARCHITETTI E ALTRI SPECIALISTI E TECNICI IN MATERIA DI SCIENZE INGEGNERISTICHE, SICUREZZA E TUTELA DEL TERRITORIO, DEGLI EDIFICI E DELL'AMBIENTE, QUALITA' INDUSTRIALE
20;053;0900;TONARA;NU;2116;;LOCHE;FLAVIA GIOVANNA CHIARA;F;19/05/1974;SORGONO (NU);Sindaco;31/05/2015;01/06/2015;;LICENZA MEDIA SUPERIORE;SPECIALISTI IN DISCIPLINE LINGUISTICHE, LETTERARIE E DOCUMENTALI
20;053;0910;TORPE';NU;2891;;CABRAS;OMAR;M;27/02/1971;NUORO (NU);Sindaco;31/05/2015;01/06/2015;;;
20;053;0920;TORTOLI';NU;10743;;CANNAS;GIAMPAOLO MASSIMO;M;25/05/1966;TORTOLI' (NU);Sindaco;16/06/2019;18/06/2019;LISTA CIVICA: PROGETTO 4.0;LAUREA;IMPRENDITORI, AMMINISTRATORI, DIRETTORI, GESTORI E RESPONSABILI DI AZIENDE PRIVATE
20;053;0940;TRIEI;NU;1126;;CHIRONI;ANNA ASSUNTA;F;13/04/1970;TRIEI (NU);Sindaco;05/06/2016;05/06/2016;;NESSUN TITOLO DI STUDIO POSSEDUTO;
20;053;0950;ULASSAI;NU;1517;;SERRA;GIANLUIGI;M;22/07/1980;LANUSEI (NU);Sindaco;05/06/2016;06/06/2016;LISTA CIVICA: INSIEME PER ULASSAI;;
20;053;0960;URZULEI;NU;1295;;ARBA;ENNIO;M;20/10/1951;URZULEI (NU);Sindaco;31/05/2015;01/06/2015;LISTA CIVICA: URZULEI CHE VORREI;LAUREA;DENTISTI
20;053;0970;USSASSAI;NU;599;;DEPLANO;GIAN BASILIO NICOLINO;M;10/01/1947;USSASSAI (NU);Sindaco;31/05/2015;31/05/2015;LISTA CIVICA: CONTINUARE INSIEME;;
20;053;0980;VILLAGRANDE STRISAILI;NU;3376;;SEONI;ALESSIO;M;18/07/1973;LANUSEI (NU);Sindaco;16/06/2019;02/07/2019;LISTA CIVICA: A 100 E PRUSU;LAUREA;
20;073;0010;AGGIUS;SS;1602;;MUZZU;NICOLA;M;22/02/1958;AGGIUS (SS);Sindaco;31/05/2015;01/06/2015;LISTA CIVICA: UNITI PER AGGIUS;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;GEOMETRI E PERITI EDILI
20;073;0011;AGLIENTU;SS;1171;;TIROTTO;ANTONIO;M;21/10/1973;TEMPIO PAUSANIA (SS);Sindaco;10/06/2018;10/06/2018;LISTA CIVICA: GENERAZIONE FUTURA;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;GEOMETRI E PERITI EDILI
20;073;0020;ALA' DEI SARDI;SS;1947;GEOM;LEDDA;FRANCESCO;M;08/03/1973;ALA' DEI SARDI (SS);Sindaco;05/06/2016;06/06/2016;LISTA CIVICA: ALA' NOA;LICENZA MEDIA SUPERIORE;INGEGNERI, ARCHITETTI E ALTRI SPECIALISTI E TECNICI IN MATERIA DI SCIENZE INGEGNERISTICHE, SICUREZZA E TUTELA DEL TERRITORIO, DEGLI EDIFICI E DELL'AMBIENTE, QUALITA' INDUSTRIALE
20;073;0030;ALGHERO;SS;40641;;CONOCI;MARIO;M;30/09/1963;ALGHERO (SS);Sindaco;16/06/2019;24/06/2019;PARTITO DEI SARDI | LEGA SALVINI | PARTITO SARDO D'AZIONE | LISTA COMPOSITA: RIFORMATORI SARDI-FORTZA PARIS | FORZA ITALIA | FRATELLI D'ITALIA | UNIONE DI CENTRO | LISTA CIVICA: NOI CON ALGHERO;LAUREA;IMPRENDITORI TITOLARI E AMMIN. DELEGATI DI PUBBLICI ESERCIZI
20;073;0040;ANELA;SS;673;;MULAS;ANTONIO DAMIANO;M;31/12/1970;OZIERI (SS);Sindaco;11/06/2017;21/06/2017;LISTA CIVICA: UNIDOS PRO ANELA;;
20;073;0050;ARDARA;SS;800;;DUI;FRANCESCO;M;07/05/1983;OZIERI (SS);Sindaco;05/06/2016;06/06/2016;LISTA CIVICA: PROGETTO COMUNE PER ARDARA;LAUREA;SCOLARI E STUDENTI
20;073;0060;ARZACHENA;SS;11447;AVV;RAGNEDDA;ROBERTO;M;21/01/1980;OLBIA (SS);Sindaco;11/06/2017;11/06/2017;LISTA CIVICA: ALLEANZA DEMOCRATICA;LAUREA;AVVOCATI E PROCURATORI LEGALI
20;073;0061;BADESI;SS;1898;;MAMIA;GIOVANNI MARIA;M;23/05/1964;SASSARI (SS);Sindaco;11/06/2017;12/06/2017;LISTA CIVICA: INSIEME PER BADESI;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;COMMERCIANTI E ESERCENTI DI NEGOZIO
20;073;0070;BANARI;SS;610;;CARBONI;ANTONIO;M;07/07/1962;GENOVA (GE);Sindaco;05/06/2016;05/06/2016;LISTA CIVICA: UNITI PER BANARI;LAUREA;SPECIALISTI IN DISCIPLINE LINGUISTICHE, LETTERARIE E DOCUMENTALI
20;073;0080;BENETUTTI;SS;1971;;COSSEDDU;VINCENZO;M;14/05/1954;BENETUTTI (SS);Sindaco;05/06/2016;05/06/2016;LISTA CIVICA: UNIDOS PRO BENETUTTI;LICENZA MEDIA SUPERIORE;CONDIZIONI NON PROFESSIONALI
20;073;0090;BERCHIDDA;SS;2897;INS;NIEDDU;ANDREA;M;04/08/1980;OZIERI (SS);Sindaco;31/05/2015;01/06/2015;;LAUREA;IMPIEGATI DI AMMINISTRAZIONI, ORGANI ED ENTI PUBBLICI (NON RICOMPRESI IN ALTRE SPECIFICHE CLASSIFICAZIONI)
20;073;0100;BESSUDE;SS;428;;MARRAS;ROBERTO;M;21/09/1965;SASSARI (SS);Sindaco;31/05/2015;31/05/2015;LISTA CIVICA: PROGETTO BESSUDE;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;GEOMETRI E PERITI EDILI
20;073;0110;BONNANARO;SS;1021;PROF;MARRAS;ANTONIO;M;04/05/1947;BONNANARO (SS);Sindaco;31/05/2015;01/06/2015;;;
20;073;0120;BONO;SS;3636;;MULAS;ELIO;M;23/08/1965;SASSARI (SS);Sindaco;11/06/2017;11/06/2017;LISTA CIVICA: IMPEGNO PER BONO;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;CARABINIERI, AGENTI DI POLIZIA, GUARDIE DI FINANZA, VIGILI DEL FUOCO E ASSIMILATI
20;073;0130;BONORVA;SS;3669;;D'AGOSTINO;MASSIMO;M;02/03/1970;SASSARI (SS);Sindaco;05/06/2016;06/06/2016;LISTA CIVICA: IDEE PER CAMBIARE BONORVA;LAUREA;MEDICI CHIRURGHI GENERICI
20;073;0140;BORTIGIADAS;SS;800;;DEIANA;EMILIANO;M;01/04/1974;SASSARI (SS);Sindaco;31/05/2015;01/06/2015;LISTA CIVICA: INSIEME PER BORTIGIADAS;LICENZA MEDIA SUPERIORE;SPECIALISTI E TECNICI IN SCIENZE E ATTIVITA' GESTIONALI, COMMERCIALI E BANCARIE
20;073;0150;BORUTTA;SS;285;DOTT;ARRU;SILVANO QUIRICO SALVATORE;M;14/11/1966;SASSARI (SS);Sindaco;05/06/2016;05/06/2016;LISTA CIVICA: BORUTTA VIVA;LAUREA;Impiegati di amministrazioni, organi ed enti pubblici con qualifiche non direttive
20;073;0160;BOTTIDDA;SS;736;;COCCO;DANIELE SECONDO;M;21/03/1962;BOTTIDDA (SS);Sindaco;31/05/2015;31/05/2015;LISTA CIVICA: BOTTIDDA;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;OPERATORI RADIOGRAFICI, OTTICI, ODONTOTECNICI E ASSIMILATI
20;073;0170;BUDDUSO';SS;3979;;SATTA;GIOVANNI ANTONIO;M;08/07/1958;BUDDUSO' (SS);Sindaco;31/05/2015;01/06/2015;LISTA CIVICA: CORAGGIO DI CAMBIARE;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;IMPIEGATI  AMMINISTRATIVI CON MANSIONI DIRETTIVE E DI CONCETTO
20;073;0175;BUDONI;SS;4846;;PORCHEDDU;GIUSEPPE;M;30/10/1967;PALAU (SS);Sindaco;10/06/2018;10/06/2018;LISTA CIVICA: DIALOGO CIVICO;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;IMPRENDITORI TITOLARI E AMMIN. DELEGATI DI IMPRESE INDUSTRIALI, DEI TRASPORTI, DEL CREDITO DEI SERVIZI
20;073;0180;BULTEI;SS;1046;DOTT;FOIS;FRANCESCO;M;30/08/1948;BULTEI (SS);Sindaco;31/05/2015;31/05/2015;;LAUREA;CONDIZIONI NON PROFESSIONALI
20;073;0190;BULZI;SS;552;;MULTINEDDU;EDOARDO;M;14/03/1943;BULZI (SS);Sindaco;05/06/2016;06/06/2016;LISTA CIVICA: CRESCERE UNITI;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;PROFESSORI DI SCUOLA MEDIA E ASSIMILATI
20;073;0200;BURGOS;SS;944;;ARRAS;SALVATORE;M;08/03/1960;BURGOS (SS);Sindaco;31/05/2015;01/06/2015;LISTA CIVICA: CONTINUITA' E SVILUPPO;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;GEOMETRI E PERITI EDILI
20;073;0210;CALANGIANUS;SS;4267;;ALBIERI;FABIO;M;19/02/1975;TEMPIO PAUSANIA (SS);Sindaco;11/06/2017;12/06/2017;LISTA CIVICA: CALANGIANUS DOMANI;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;SCOLARI E STUDENTI
20;073;0220;CARGEGHE;SS;644;;SPADA;FRANCO;M;08/02/1973;SASSARI (SS);Sindaco;05/06/2016;05/06/2016;LISTA CIVICA: INSIEME PER CARGEGHE;LAUREA;IMPIEGATI  AMMINISTRATIVI CON MANSIONI DIRETTIVE E DI CONCETTO
20;073;0230;CASTELSARDO;SS;5737;;CAPULA;ANTONIO MARIA;M;14/11/1965;SASSARI (SS);Sindaco;16/06/2019;17/06/2019;;LICENZA MEDIA SUPERIORE;
20;073;0240;CHEREMULE;SS;455;MED;CHESSA;ANTONELLA;F;07/04/1974;SASSARI (SS);Sindaco;10/06/2018;11/06/2018;;SPECIALIZZAZIONE POST LAUREA / DOTTORATO DI RICERCA;
20;073;0250;CHIARAMONTI;SS;1735;;UNALI;ALESSANDRO;M;19/08/1964;SASSARI (SS);Sindaco;10/06/2018;11/06/2018;LISTA CIVICA: UNITI PER IL FUTURO;LICENZA MEDIA SUPERIORE;APPARTENENTI A FORZE ARMATE E A FORZE DI POLIZIA, TECNICI E ADDETTI A SERVIZI DI SICUREZZA PUBBLICA E VIGILANZA PUBBLICA E PRIVATA
20;073;0260;CODRONGIANOS;SS;1346;;MODETTI;ANDREA;M;12/07/1974;CODRONGIANOS (SS);Sindaco;05/06/2016;06/06/2016;;LICENZA MEDIA INFERIORE;ARTIGIANI E OPERAI SPECIALIZZATI
20;073;0270;COSSOINE;SS;900;RAG;SASSU;SABRINA;F;14/04/1969;COSSOINE (SS);Sindaco;31/05/2015;31/05/2015;;LICENZA MEDIA SUPERIORE;IMPIEGATI DI AZIENDE, IMPRESE, ENTI ECONOMICI E SOGGETTI DI DIRITTO PRIVATO (NON RICOMPRESI IN ALTRE SPECIFICHE CLASSIFICAZIONI)
20;073;0271;ERULA;SS;766;;FUSCO;MARIANNA;F;15/01/1977;BORGOROSE (RI);Sindaco;11/06/2017;11/06/2017;;LICENZA MEDIA SUPERIORE;IMPIEGATI DI AZIENDE, IMPRESE, ENTI ECONOMICI E SOGGETTI DI DIRITTO PRIVATO (NON RICOMPRESI IN ALTRE SPECIFICHE CLASSIFICAZIONI)
20;073;0280;ESPORLATU;SS;412;;FURRIOLU;FRANCESCO GIUSEPPE;M;29/06/1956;ESPORLATU (SS);Sindaco;05/06/2016;06/06/2016;LISTA CIVICA: ESPORLATU;LICENZA DI SCUOLA MEDIA INF. O TITOLI EQUIPOLLENTI;IMPIEGATI DI AMMINISTRAZIONI, ORGANI ED ENTI PUBBLICI (NON RICOMPRESI IN ALTRE SPECIFICHE CLASSIFICAZIONI)
20;073;0290;FLORINAS;SS;1547;GEOM;LOBINO;ENRICO;M;09/10/1972;TORINO (TO);Sindaco;11/06/2017;12/06/2017;;LICENZA MEDIA SUPERIORE;IMPIEGATI DI AZIENDE, IMPRESE, ENTI ECONOMICI E SOGGETTI DI DIRITTO PRIVATO (NON RICOMPRESI IN ALTRE SPECIFICHE CLASSIFICAZIONI)
20;073;0300;GIAVE;SS;586;;URAS;MARIA ANTONIETTA;F;12/09/1966;GIAVE (SS);Sindaco;31/05/2015;01/06/2015;LISTA CIVICA: ORA SI CAMBIA;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;IMPIEGATI  AMMINISTRATIVI CON MANSIONI DIRETTIVE E DI CONCETTO
20;073;0301;GOLFO ARANCI;SS;2288;;MULAS;MARIO;M;21/02/1970;OLBIA (SS);Sindaco;16/06/2019;17/06/2019;;LICENZA MEDIA INFERIORE;IMPIEGATI DI AZIENDE, IMPRESE, ENTI ECONOMICI E SOGGETTI DI DIRITTO PRIVATO (NON RICOMPRESI IN ALTRE SPECIFICHE CLASSIFICAZIONI)
20;073;0310;ILLORAI;SS;953;;CAU;TITINO SEBASTIANO;M;20/01/1950;ILLORAI (SS);Sindaco;16/06/2019;16/06/2019;LISTA CIVICA: FERMIAMO LO SPOPOLAMENTO;LICENZA DI SCUOLA MEDIA INF. O TITOLI EQUIPOLLENTI;MECCANICI MONTATORI
20;073;0320;ITTIREDDU;SS;580;;CAMPUS;FRANCO;M;15/03/1969;OZIERI (SS);Sindaco;31/05/2015;01/06/2015;LISTA CIVICA: PROGREDIRE RINNOVANDO;LAUREA;PROFESSIONI NON ALTROVE CLASSIFICABILI
20;073;0330;ITTIRI;SS;8868;;SAU;ANTONIO;M;27/02/1980;SASSARI (SS);Sindaco;31/05/2015;01/06/2015;LISTA CIVICA: IO PARTECIPO!;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;OPERAI METALLURGICI NON ALTROVE CLASSIFICATI
20;073;0340;LAERRU;SS;945;;MORO;PIETRO;M;11/02/1960;LAERRU (SS);Sindaco;31/05/2015;31/05/2015;LISTA CIVICA: TRADIZIONE E INNOVAZIONE;LAUREA;MEDICI CHIRURGHI GENERICI
20;073;0350;LA MADDALENA;SS;10936;;MONTELLA;LUCA CARLO;M;15/05/1964;SASSARI (SS);Sindaco;31/05/2015;01/06/2015;LISTA CIVICA: INSIEME A VOI;LAUREA;AVVOCATI E PROCURATORI LEGALI
20;073;0351;LOIRI PORTO SAN PAOLO;SS;3234;;LAI;FRANCESCO;M;19/03/1985;OZIERI (SS);Sindaco;11/06/2017;12/06/2017;LISTA CIVICA: INSIEME;LICENZA MEDIA SUPERIORE;INGEGNERI, ARCHITETTI E ALTRI SPECIALISTI E TECNICI IN MATERIA DI SCIENZE INGEGNERISTICHE, SICUREZZA E TUTELA DEL TERRITORIO, DEGLI EDIFICI E DELL'AMBIENTE, QUALITA' INDUSTRIALE
20;073;0360;LUOGOSANTO;SS;1905;GEOM;PIRREDDA;AGOSTINO;M;08/11/1973;TEMPIO PAUSANIA (SS);Sindaco;31/05/2015;01/06/2015;;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;IMPRENDITORI TITOLARI E AMMIN. DELEGATI DI IMPRESE INDUSTRIALI, DEI TRASPORTI, DEL CREDITO DEI SERVIZI
20;073;0370;LURAS;SS;2651;;CAREDDU;MARIA GIUSEPPINA;F;17/02/1956;LURAS (SS);Sindaco;05/06/2016;06/06/2016;LISTA CIVICA: PER LURAS;LAUREA;ARCHITETTI
20;073;0380;MARA;SS;682;;LIGIOS;SALVATORE;M;23/07/1953;MARA (SS);Sindaco;31/05/2015;31/05/2015;LISTA CIVICA: INNOVAZIONE E RIPRESA;LICENZA DI SCUOLA MEDIA INF. O TITOLI EQUIPOLLENTI;OPERAI METALLURGICI NON ALTROVE CLASSIFICATI
20;073;0390;MARTIS;SS;553;RAG;LASIA;TIZIANO ANTONIO GAVINO;M;22/12/1960;MARTIS (SS);Sindaco;05/06/2016;06/06/2016;LISTA CIVICA: PER MARTIS;LICENZA MEDIA SUPERIORE;IMPIEGATI DI AZIENDE, IMPRESE, ENTI ECONOMICI E SOGGETTI DI DIRITTO PRIVATO (NON RICOMPRESI IN ALTRE SPECIFICHE CLASSIFICAZIONI)
20;073;0400;MONTELEONE ROCCA DORIA;SS;117;;MASALA;ANTONELLO;M;23/11/1965;SASSARI (SS);Sindaco;05/06/2016;05/06/2016;LISTA CIVICA: UNITI PER MONTELEONE;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;IMPIEGATI  AMMINISTRATIVI CON MANSIONI DIRETTIVE E DI CONCETTO
20;073;0410;MONTI;SS;2488;;MUTZU;EMANUELE ANTONIO;M;23/06/1975;OZIERI (SS);Sindaco;31/05/2015;05/06/2015;LISTA CIVICA: INSIEME PER MONTI;LAUREA;SPECIALISTI IN SCIENZE GIURIDICHE
20;073;0420;MORES;SS;1945;;IBBA;GIUSEPPE;M;03/09/1955;MURAVERA (CA);Sindaco;05/06/2016;05/06/2016;LISTA CIVICA: UNIDOS PRO SA' IDDA;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;GEOMETRI E PERITI EDILI
20;073;0430;MUROS;SS;837;;TOLU;FEDERICO;M;01/09/1982;SASSARI (SS);Sindaco;05/06/2016;05/06/2016;LISTA CIVICA: PROGETTO MUROS;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;SCOLARI E STUDENTI
20;073;0440;NUGHEDU SAN NICOLO';SS;874;;CARBONI;MICHELE;M;17/08/1981;OZIERI (SS);Sindaco;05/06/2016;05/06/2016;LISTA CIVICA: PER NUGHEDU;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;SCOLARI E STUDENTI
20;073;0450;NULE;SS;1427;;MELLINO;ANTONIO GIUSEPPE;M;21/03/1977;OZIERI (SS);Sindaco;31/05/2015;12/06/2015;LISTA CIVICA: PARIS PRO NULE;LICENZA MEDIA SUPERIORE;IMPIEGATI DI AZIENDE, IMPRESE, ENTI ECONOMICI E SOGGETTI DI DIRITTO PRIVATO (NON RICOMPRESI IN ALTRE SPECIFICHE CLASSIFICAZIONI)
20;073;0460;NULVI;SS;2851;;CUBAIU;ANTONELLO;M;26/10/1966;GERMANIA;Sindaco;31/05/2015;01/06/2015;;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;IMPIEGATI  AMMINISTRATIVI NON ALTROVE CLASSIFICATI
20;073;0470;OLBIA;SS;53307;;NIZZI;SETTIMO;M;11/01/1957;OLBIA (SS);Sindaco;05/06/2016;08/07/2016;FORZA ITALIA | LISTA CIVICA: IL FUTURO SEI TU | LISTA CIVICA: OLBIA UNICA | NOI CON SALVINI;LAUREA;MEDICI CHIRURGHI GENERICI
20;073;0480;OLMEDO;SS;4001;;FAEDDA;MARIO ANTONIO;M;08/06/1970;SASSARI (SS);Sindaco;05/06/2016;06/06/2016;LISTA CIVICA: OLMEDO DOMANI;LAUREA;IMPIEGATI DI AZIENDE, IMPRESE, ENTI ECONOMICI E SOGGETTI DI DIRITTO PRIVATO (NON RICOMPRESI IN ALTRE SPECIFICHE CLASSIFICAZIONI)
20;073;0490;OSCHIRI;SS;3436;;SIRCANA;PIETRO LUCIO GIUSEPPE;M;04/03/1959;OSCHIRI (SS);Sindaco;31/05/2015;01/06/2015;LISTA CIVICA: PER OSCHIRI INSIEME;;DIRIGENTI DI AMMINISTRAZIONI, ORGANI ED ENTI PUBBLICI
20;073;0500;OSILO;SS;3204;;LIGIOS;GIOVANNI;M;16/12/1975;SASSARI (SS);Sindaco;31/05/2015;01/06/2015;LISTA CIVICA: NOI OSILO;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;IMPIEGATI DI AMMINISTRAZIONI, ORGANI ED ENTI PUBBLICI (NON RICOMPRESI IN ALTRE SPECIFICHE CLASSIFICAZIONI)
20;073;0510;OSSI;SS;5876;DOTT;SERRA;GIOVANNI;M;16/04/1949;OSSI (SS);Sindaco;31/05/2015;01/06/2015;LISTA CIVICA: UNITI POSSIAMO;LAUREA;CONDIZIONI NON PROFESSIONALI
20;073;0520;OZIERI;SS;10881;PROF;MURGIA;MARCO;M;07/08/1964;TORINO (TO);Sindaco;11/06/2017;12/06/2017;LISTA CIVICA: COMUNE OBIETTIVO;LAUREA;SPECIALISTI DELLA FORMAZIONE E DELLA RICERCA E ADDETTI A SERVIZI SCOLASTICI
20;073;0530;PADRIA;SS;695;;MURA;ALESSANDRO;M;02/11/1967;SASSARI (SS);Sindaco;11/06/2017;12/06/2017;LISTA CIVICA: CON IMPEGNO, ONESTA' E LEALTA';LAUREA;IMPIEGATI  AMMINISTRATIVI CON MANSIONI DIRETTIVE E DI CONCETTO
20;073;0531;PALAU;SS;3772;;MANNA;FRANCESCO GIUSEPPE;M;14/05/1966;PALAU (SS);Sindaco;10/06/2018;11/06/2018;LISTA CIVICA: PALAU 2018 - 2023;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;PROFESSIONI NON ALTROVE CLASSIFICABILI
20;073;0532;PADRU;SS;2130;;SATTA;ANTONIO;M;26/01/1941;BUDDUSO' (SS);Sindaco;31/05/2015;01/06/2015;LISTA CIVICA: SVILUPPO E SOLIDARIETA';LAUREA;
20;073;0540;PATTADA;SS;3253;;SINI;ANGELO;M;03/07/1969;SASSARI (SS);Sindaco;31/05/2015;01/06/2015;;LAUREA;ESERCENTI O ADDETTI AD ATTIVITA' AGRICOLE, FORESTALI, DI ALLEVAMENTO, CACCIA E PESCA
20;073;0550;PERFUGAS;SS;2415;;DECANDIA;DOMENICO;M;26/05/1947;PERFUGAS (SS);Sindaco;31/05/2015;01/06/2015;LISTA CIVICA: INSIEME PER UN FUTURO MIGLIORE;LAUREA;PERSONE RITIRATE DAL LAVORO
20;073;0560;PLOAGHE;SS;4653;;SOTGIU;CARLO;M;23/05/1977;SASSARI (SS);Sindaco;31/05/2015;31/05/2015;LISTA CIVICA: OBIETTIVO PLOAGHE;LAUREA;
20;073;0570;PORTO TORRES;SS;22391;DOTT;WHEELER;SEAN CHRISTIAN;M;08/08/1970;STATI UNITI D'AMERICA;Sindaco;31/05/2015;18/06/2015;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;LAUREA;Professori di scuola secondaria superiore e inferiore
20;073;0580;POZZOMAGGIORE;SS;2717;;SORO;MARIANO;M;01/05/1969;POZZOMAGGIORE (SS);Sindaco;31/05/2015;01/06/2015;LISTA CIVICA: NUOVE IDEE... IN COMUNE;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;IMPIEGATI  AMMINISTRATIVI CON MANSIONI DIRETTIVE E DI CONCETTO
20;073;0590;PUTIFIGARI;SS;757;;CONTINI;GIACOMO;M;06/03/1970;SASSARI (SS);Sindaco;16/06/2019;17/06/2019;LISTA CIVICA: PUTIFIGARI IN PRIMIS;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;APPARTENENTI A FORZE ARMATE E A FORZE DI POLIZIA, TECNICI E ADDETTI A SERVIZI DI SICUREZZA PUBBLICA E VIGILANZA PUBBLICA E PRIVATA
